MovieID,Title,Genre,ReleaseYear,ReleaseDate,Country,BudgetUSD,US_BoxOfficeUSD,Global_BoxOfficeUSD,Opening_Day_SalesUSD,One_Week_SalesUSD,IMDbRating,RottenTomatoesScore,NumVotesIMDb,NumVotesRT,Director,LeadActor
337,Hotel development animal,Action,2002,14-06-2002,Australia,229206.89,632135.43,910095.59,180304.57,363084.28,7.5,97,157,50,William Carpenter,Thomas Hill
338,Another activity,Action,1992,30-07-1992,USA,12816490.67,12972345.91,18985018.54,2101233.26,6678173.76,10,100,28650,50,Nathan Bolton,Lucas Collins
339,Son thought,Action,2021,28-12-2021,India,9051272.49,4361124.48,9051272.49,1160374.64,1982761.09,5.8,67,21032,136,David Charles,Christina Buchanan
340,Month outside,Romance,2025,24-08-2025,USA,4621726.05,8764595.82,14596050.33,1743455.2,5070751.97,4.6,39,176,76,Francisco Ford,Cody Peters
341,Material name,Action,1978,14-01-1978,USA,1277380.64,2147992.17,4189613.53,510248.41,1023981.15,6.2,60,3120,3697,Suzanne Gonzalez,Sarah Ross
342,Seek live nature,Documentary,2009,21-11-2009,Canada,11488750.97,28195676.97,44396904.01,5182904.96,12321347.06,8,78,4836,133,Donna Wagner,Trevor Lee
343,Admit,Horror,2005,24-08-2005,Japan,3895629.42,3409490.51,8157209.41,490699.73,1668114.87,7.4,62,2762,469,Raymond Morris,Joseph Gonzalez
344,Raise from,Romance,2020,20-07-2020,USA,3002309.54,1855034.38,3002309.54,428376.43,894058.29,3.6,34,7421,50,Darlene Murphy,Shawna Bryant
345,Despite east law,Drama,2012,09-05-2012,UK,632797,1655722.68,2389766.85,245998.93,809387.04,7.6,78,1128,463,Charles Lopez,Melissa Cunningham
346,Morning stop front,Romance,2014,01-02-2014,USA,726805.68,1770475.37,3357074.67,199780.57,832976.72,8.2,98,6264,59,William Banks,James Nichols
347,Experience begin,Comedy,2022,15-12-2022,UK,66793875.34,87619339.41,148910926.7,15868203.7,41245905.76,4.5,34,2162,1496,Philip Simmons,Christopher Hurst
348,Player hair hear partner,Comedy,1962,01-01-1962,USA,569229.65,668602.63,1295132.45,161606.98,307416.08,6.2,72,7945,3263,Anthony Henry,Sydney Jordan
349,Go official,Romance,2019,03-07-2019,USA,2013347.09,5993824.3,9071006.55,1395925.91,2686386.1,7.2,67,3302,160,Adriana Campbell,Jorge Thompson
350,Important call method,Comedy,1995,02-05-1995,USA,10768413.81,8479772.11,19979201.92,1590779.57,3553858.35,5,44,631,11533,John Jones,Chelsea Armstrong
351,Should although growth,Drama,1970,14-02-1970,USA,25952841.65,22041595.18,35640083.62,4588960.36,11443428.13,7.5,66,841,50,Diane Skinner,Melissa Cunningham
352,Fire focus job,Drama,1992,19-11-1992,USA,41214104.08,75236445.92,139171345.3,13330688.85,37202522.54,7.2,60,2006,424,Seth Whitehead,Meghan Johnson
353,Push analysis financial wonder,Action,2025,04-05-2025,UK,2431585.06,4600898.21,8038835.24,1060691.19,1996412.11,6.5,62,595,1388,Donna Wagner,Brittany James
354,Hope guy science,Action,1986,31-05-1986,USA,5470744.24,9494280.51,22271027.37,2634558.94,5615652.11,6.3,51,4032,753,Diane Skinner,Sheila Dunn
355,Certainly space nature,Comedy,2006,13-03-2006,USA,1536997.12,1268887.5,2104454.73,379974.1,625044.91,7.2,69,46242,227,Seth Whitehead,Mark Crosby
356,Same even,Drama,2022,12-06-2022,India,8769325.97,5988786.44,10628087.95,1422195.84,3370694.04,6.6,57,3769,125,Chad Koch,Tami Miranda
357,Although most,Thriller,1990,20-01-1990,USA,2375111.23,2206834.88,3896513.98,396333.06,909838.52,6.7,69,793,1351,Charlotte Williams,Karen Shaffer
358,Themselves line,Drama,2009,16-12-2009,USA,1739236.73,4058243.23,6447030.68,1202337.23,2430903.08,8,82,4479,2040,Jeremy Davis,Jennifer Hall
359,There price condition,Drama,1970,20-12-1970,USA,483104.47,417782.74,734891.33,124573.9,177928.24,4.2,29,767,847,David Perez,John Barker
360,No picture scientist,Thriller,2019,11-08-2019,USA,5801845.8,9020887.96,13694929.69,1564678.04,4852097.75,7.7,76,4240,769,Lori Callahan,Morgan King
361,List past,Horror,2020,20-03-2020,USA,16111777.29,10854054.47,21649186.11,2358559.3,5542687.39,4.8,37,871,9208,Sharon Wilson,Vincent Suarez
362,Maintain administration,Drama,2015,18-07-2015,USA,92408074.9,143834109.9,275913851.9,30866631.02,74677172.5,7.9,70,22886,1308,David Lee,Melissa Lopez
363,Reason,Drama,2005,31-10-2005,USA,2038730.54,938531.68,2038730.54,159796.95,547250,5.8,50,169,375,Ashley Medina,Olivia Ortiz
364,Later law into,Action,2009,18-10-2009,USA,2171332.37,1329810.65,2171332.37,331926.59,687642.25,8.5,90,3408,2922,Melissa Cohen,Mark Morris
365,Unit end,Sci-Fi,1999,15-08-1999,USA,1185087.7,716993.45,1185087.7,73421.45,348535.66,7.7,78,3250,1746,Philip Simmons,Chelsea Armstrong
366,Trip ready,Comedy,1967,05-05-1967,USA,1000236.15,1231625.2,2943605.89,301286.49,649464.67,3.4,28,14835,312,Andrew Chambers,Lorraine White DDS
367,Black behind yes,Comedy,1999,31-03-1999,USA,1004313.68,1848697.36,3472667.91,492519.68,906392.8,7.5,80,128,286,Claudia Smith,Jennifer Hendricks
368,Agree by since,Drama,2019,03-04-2019,USA,418392.47,339046.86,826236.23,76511.9,161427.94,2.9,40,4606,102,Benjamin Ray,Michael Torres
369,White fine house,Drama,1964,11-11-1964,India,4876699.5,12704160.09,22256778.09,3371543.01,7587906.06,8.8,72,59972,110,David Hall,Leonard Contreras
370,Home factor front time,Documentary,1957,04-06-1957,USA,5972759.9,10773614.62,16459145.29,3002476.83,4499344.29,5.2,61,222,1960,Anthony Rowland,George Green
371,Down say nature,Drama,1971,27-05-1971,USA,1274299.14,2549503.66,5495788.37,555222.53,1277132.48,4.4,33,3773,80,Robin Hooper,Timothy George
372,New customer service,Sci-Fi,1956,18-06-1956,Canada,1423807.08,1663152.84,3840158.56,197431.42,813727.97,3.6,32,4538,3014,James Miller,Nicholas Richards
373,Learn race maintain,Comedy,2020,29-04-2020,USA,4508046.7,3355783.51,5088973.25,802592.27,1422181.84,8.9,77,3047,50,Vanessa Fox,Kathryn Stevenson
374,Start road city,Sci-Fi,1990,21-02-1990,USA,5148700.04,6781161.31,11345238.47,1424637.92,2727379.15,6,60,12748,50,Kayla Young,Shannon Hunt
375,Best author well,Thriller,1990,14-05-1990,USA,11204803.6,4633486.9,11204803.6,1274229.48,1919297.98,7.3,81,4357,318,Paul Weiss,Becky Kerr
376,Generation south tough behind,Documentary,2014,16-11-2014,USA,4485198.27,11101827.36,16748520.73,2249258.53,6560798.7,7.7,74,1826,240,Darlene Murphy,Terry Martinez
377,Charge very,Romance,2017,17-09-2017,USA,5000453.02,9848042.36,22609012.9,1955720.07,5054480.34,7.1,81,1565,325,Diane Skinner,Dennis Perry
378,Bit public them,Comedy,2017,11-02-2017,USA,493873.06,327949.98,787626.4,94108.03,192702.01,3.8,36,14231,1008,Sharon Wilson,Christopher Green
379,Begin have care,Drama,2022,08-06-2022,Canada,6109814.88,6980980.49,14563261.05,1514625.44,3726947.5,6.7,78,303,50,Janice Taylor,Robert Walker
380,Report glass arm,Comedy,1970,07-08-1970,USA,2067942.27,4990994.17,9185932.28,959523.63,2075735.55,5.8,65,493,503,Kim Watkins,Kathryn Hunt
381,Space,Drama,2004,14-09-2004,South Korea,901943.02,2723506.42,3899627.75,775137.58,1106654.12,2.9,16,4807,1121,Barbara Torres,Douglas Bullock
382,Foot today,Sci-Fi,2020,19-02-2020,USA,12811370.74,16136950.25,27776457.32,2901398.84,8043616.85,6,53,8192,7379,Mrs. Hannah Campbell DDS,Rodney Smith
383,Control sell fast,Horror,2015,22-07-2015,USA,622937.08,732080.44,1360157.11,114442.58,383593.91,4.8,19,1102,75,Tara Underwood,Kristy Faulkner
384,Material between get,Comedy,2015,25-08-2015,Japan,105722.08,98733.76,175205.04,10946.13,42471.83,5,65,3181,13409,Faith Franklin,Timothy James
385,My look,Drama,2008,10-04-2008,USA,6746679.16,15452683.23,27974009.19,2756247.99,7664345.97,5,65,271,207,Albert Phillips,Heather Williams
386,Likely town,Comedy,1968,30-11-1968,India,46875864.83,95437427.05,168860592.2,13937783.4,51911527.76,8.7,81,4791,357,Bethany Rodriguez,William Washington
387,Law prove kid,Drama,1957,25-09-1957,Canada,1880268.18,5772902.95,9284225.37,1639524.76,3162880.6,6.8,68,1079,1012,Robert Webster,Lisa Castro
388,Close piece,Comedy,2017,22-07-2017,USA,1121635.06,2102054.59,4200534.23,428401.34,945122.06,5.8,58,2036,50,Jennifer Atkinson,Paige Gonzalez
389,Let notice my,Romance,2022,08-06-2022,Japan,364610.13,831642.26,1642788.32,177058.74,473387.42,6.6,70,4303,427,Seth Whitehead,Amber Willis
390,Store blood through,Drama,1978,14-03-1978,USA,637462.56,1689890.74,2884577.37,470098.86,933842.07,4.4,40,1224,352,Mr. Drew Clark Jr.,William Brooks
391,Bring meeting,Drama,2010,19-12-2010,USA,2095441.9,858453.59,2095441.9,97628.93,411205.7,8.5,79,530,2185,Michael Manning,Ronald Thompson DDS
392,Assume recognize look,Romance,1997,20-10-1997,USA,7085970.06,4609937.06,10929184.26,549131.58,2123540.81,6,60,3697,471,Renee Campbell,Nicole Turner
393,Can bad during,Action,2007,03-05-2007,USA,8485817.86,12705093.85,29316728.27,2030080.59,7068634.17,4.9,32,2145,684,Oscar Santos,Eric Cooper
394,Develop movement,Action,1979,07-01-1979,USA,1736125.4,2169289.58,3149166.84,501093.61,1177848.91,6.8,68,14650,24390,Charles Lopez,Valerie Dennis
395,Artist others,Drama,2017,24-09-2017,USA,965166.49,1264627.49,2821349.22,268158.01,646903.27,7.4,71,553,1542,Denise Horne,Jamie Cunningham
396,Cup half near,Romance,1996,24-12-1996,Japan,33091269.46,41294517.06,96604383.78,9317793.19,16959524.29,9.3,92,3930,50,Melissa Hernandez,Alexander Haley
397,Middle can call,Horror,1994,24-10-1994,USA,1577225.91,1042865.18,1912034.19,174552.2,554596.49,7.4,90,13118,659,Jennifer Atkinson,Pamela Frey
398,Even doctor learn little,Drama,1992,10-02-1992,USA,1983360.64,4370577.83,9327293.08,516362.72,1841175.89,3.6,32,3959,131,Jason Jones,Nicole Turner
399,Strategy boy nor,Comedy,2023,12-01-2023,USA,9640630.7,11659757.76,18083719.47,1596047.14,6620750.05,5.4,52,1753,352,Donna Hall,John Jones
400,Guy employee,Comedy,2012,18-10-2012,USA,100000,324909.59,474779.07,83630.65,153108.38,6.2,40,1363,33012,Matthew Beck,Melissa Melendez
401,Sea much politics management,Documentary,1993,24-02-1993,USA,13341339.51,17453728.22,26450209.33,1950908.78,9459172.04,7.7,86,4211,4929,Jordan Orozco,Robert Reynolds
402,Event along also,Documentary,1950,28-03-1950,Canada,6034503.67,17819212.12,28450892.84,4357652.02,10138388.43,6.8,96,40838,1352,Sonya Clark,Sabrina Massey
403,My spend,Thriller,1990,08-04-1990,USA,7717659.6,5212121.9,7717659.6,1208183.04,2379314.98,9.1,100,10747,351,Faith Franklin,Samantha Sanders
404,Chance interest,Romance,1976,28-11-1976,USA,8768846.25,13427155.17,27339812.39,2045907.62,6466113.61,1.9,15,1824,913,David Rosales,Lauren Richards
405,Month outside,Drama,2018,03-04-2018,Australia,94793570.03,88006677.62,153665535.6,15026314.88,45128304.15,4.4,37,2196,1845,Dr. Jonathan Long,Cody Peters
406,Fear article take,Romance,1989,03-12-1989,China,1306636.97,755612.66,1306636.97,176494.89,397656.64,8.5,90,1688,96,Joseph Willis,Joel Hunt
407,Big television fear car,Thriller,1965,11-03-1965,USA,4647087.06,5998098.32,9121228.51,662672.42,2868397.15,7.8,71,7775,936,Renee Campbell,William Prince
408,Name tonight,Romance,1997,21-06-1997,Australia,4219197.96,2833789.7,4219197.96,796499.71,1687904.21,5,32,2037,50,Jeffrey Myers MD,Brandi Moon
409,Charge area,Romance,2017,22-07-2017,USA,15003612.11,10285675.94,19570649.6,1656726.62,4293836.32,6.6,68,5467,674,Abigail Robles,Becky Dean
410,Admit media,Drama,2018,09-09-2018,UK,86627971.61,71581390.43,124799507.8,9053263.84,34651980.95,8.7,75,1717,50,Jennifer Atkinson,Casey Lloyd
411,Approach yard military,Thriller,1996,05-12-1996,Canada,6847585.38,3703040.6,6934723.47,983307.91,1881234.58,8.2,86,1137,165,Michael Ross,Eric Obrien
412,Foreign night staff,Drama,2005,09-04-2005,USA,2060976.24,3399508.86,5684506.07,891907.61,1443338.62,6.8,61,2831,1709,Gary Simmons,Mrs. Stephanie Palmer
413,Nature avoid generation,Drama,1977,07-01-1977,USA,835043.72,513708.92,835043.72,144362.01,208136.74,7.4,77,1146,342,James Wright,Ashley Pena
414,Only six,Horror,1987,21-02-1987,USA,8861375.19,13254377.78,23029294.81,2658971.28,6782757.35,5.3,65,9388,50,Darrell Carlson,Shawna Bryant
415,Attention detail,Action,1995,08-09-1995,Germany,2181638.8,5580666.07,9723632.32,1233754.82,2778011.38,4.2,57,2246,649,Abigail Robles,Diane Jacobs
416,Reality thank,Horror,2011,07-07-2011,USA,102157.13,50782.67,114703.98,7154.13,23353.71,5.5,49,128194,1935,Gary Simmons,Sharon Brady
417,Simply form case,Romance,1964,29-09-1964,China,276018.44,736912.86,1186403.69,156214.86,391710.72,7.3,65,1305,1502,Jessica Gonzalez,Lynn Pierce
418,Manager themselves,Drama,2011,20-10-2011,USA,2177577.14,2618587.84,6218711.56,443035.9,1269192.05,6,55,33200,68,Crystal Harris,George Green
419,Theory shake,Comedy,1997,30-05-1997,India,626450.53,616915.39,1108332.56,136660.62,350441.6,6.9,69,5921,50,Adam Brown,Victoria Phillips
420,Short here,Horror,2008,05-04-2008,USA,6628840.92,4206582.4,6628840.92,874449.52,2377541.33,7.3,80,100,2369,Daniel Brown,Jennifer Leach
421,Ball allow,Comedy,2003,26-07-2003,USA,1968339.95,2603014.58,5719218.21,490462.88,1144691.96,7.9,76,335,2434,Abigail Robles,Douglas Davis
422,New assume,Drama,1979,05-04-1979,USA,733299.32,556126.67,1028474.89,131041.35,322515.84,6.9,66,2794,777,Rachel Kirby,Greg Ball
423,Her character,Drama,1983,24-04-1983,USA,743744.63,2090871.12,3187513.48,340462.08,881311.59,6.5,69,314,12102,John Jones,Ronald Herrera
424,Another behavior,Action,2005,12-06-2005,USA,6414229.63,13292632.36,20072661.73,3618674.56,5932983.89,6.5,64,21280,36496,Brandon Fuller,Tonya Campbell
425,Likely cut follow feel,Comedy,1989,21-03-1989,UK,5430822.83,6140228.82,9063001.41,1701886.64,3267783.89,5.2,54,2968,485,Brian Robinson,Anna Vasquez
426,Star painting,Documentary,2011,04-01-2011,USA,9638677.05,7693598.83,18050043.05,1553443.27,3736723.77,6.8,73,2257,93,Mr. Jorge Anderson,Lisa Castro
427,Contain common,Drama,2023,08-02-2023,USA,1450661.91,765388.61,1560425.66,120457.9,458702.1,6.9,85,2110,340,Mr. Jorge Anderson,Melissa Cunningham
428,Model western,Comedy,2018,19-05-2018,USA,3297412.64,5900912.49,9071307.94,788250.69,3294614.08,6.8,73,5558,447,Crystal Harris,Joseph Leon
429,Company president media,Comedy,1986,24-12-1986,USA,16292293.81,25783843.44,52369686.9,4593763.55,10960276.97,6.4,67,6987,864,Denise Horne,Jorge Thompson
430,Fill garden,Action,1974,03-03-1974,USA,51848295.77,122917997.9,203575021.3,34508948.14,67728814.97,9.5,98,2782,1141,Robert Hendricks,Paul Glover
431,Man,Comedy,2008,19-06-2008,South Korea,402671.14,312672.6,644711.22,47689.28,159348.02,6.5,46,526,7929,Patricia Munoz,Chelsea Armstrong
432,Small majority,Comedy,2012,14-06-2012,USA,5028659.21,13567804.84,20228618.76,3270912.92,7050468.15,6.6,81,7249,3021,Ryan Tate,Krystal Cross
433,Large protect wish notice,Romance,2004,19-12-2004,USA,2501450.8,1395162.42,3372605.41,415618.62,666331.03,7.4,70,3168,4370,Samantha Campbell,Pamela Frey
434,Recognize fine shake,Comedy,2003,28-04-2003,USA,10626342.86,6300075.39,10626342.86,1496251.63,3112057.38,9.7,86,5089,50,William Walker,Cindy Barnes
435,Him argue spend,Action,1985,27-06-1985,USA,3808125.83,7145863.37,11718720.15,2048112.94,4185078.47,8.7,88,30685,528,Nicholas Murphy,Elizabeth Shannon
436,Pretty head,Thriller,1980,02-03-1980,China,909388.44,508985.74,909388.44,102850.32,203860.81,9.7,99,1038,1514,Sara Higgins,Andrea Bowers
437,Decide out performance,Thriller,1989,21-10-1989,Australia,1016154.81,557943.07,1285661.6,100415.05,274519.14,7.7,69,2902,582,Faith Franklin,Mark Crosby
438,Almost understand ever,Thriller,1979,04-06-1979,China,35484046.89,17243707.99,35484046.89,3555994.06,9765863.4,8.1,100,567,691,Mrs. Hannah Campbell DDS,Jimmy Miller
439,Trouble require positive,Comedy,2009,16-10-2009,USA,420779.93,905074.16,1577256.08,116188.75,411366.32,5.3,44,7685,50,Bryan Murray,Dr. Edward Smith
440,Clearly value our,Action,1984,23-10-1984,China,2816559.7,1505378.88,2816559.7,217085.91,666252.36,8,65,14188,180,Heidi Cisneros,George Green
441,Party full,Action,1983,13-05-1983,USA,21255297.91,30955356.59,53814670.28,6335185.34,13802399.37,6.6,58,1566,131,Jordan Orozco,Melissa Cain
442,Range role fall,Comedy,2006,30-03-2006,Canada,1606618.03,1592054.6,3040747.16,447564.3,919782.3,6.7,74,2745,1590,Joshua Morales,Holly Jones
443,Authority,Comedy,2000,07-05-2000,USA,4919547.57,12351229,19757491.66,1336830.95,7182829.61,8,100,3773,50,Caitlin Brewer,Nicholas Williamson
444,Room concern show,Comedy,2020,05-03-2020,UK,3766556.16,4902906.5,9160221.63,1419482.35,2918940.7,7.9,77,770,161,Karen Smith,Laura Wilson
445,Poor Republican,Drama,2023,11-11-2023,USA,2339841.29,4777024.23,8345622.75,1108795.94,2019822.16,7.1,75,991,296,John Jones,Brian Rodriguez
446,Above onto,Drama,2021,23-09-2021,USA,6537232.77,14520735.91,32128256.96,2692395.77,7399584.61,6.8,70,1192,221,Courtney Reynolds,Elizabeth Shannon
447,Act thus since,Thriller,2019,07-09-2019,USA,3213128.72,6991351.23,13933418.26,1585183.82,3918773.99,3.6,21,191,7821,Heidi Cisneros,Michael Ramirez
448,Society finally,Sci-Fi,1991,04-01-1991,USA,345786.14,250038.38,505592.97,50790.34,131615.07,4.2,48,4977,304,Heidi Cisneros,Lauren Horton
449,Three meet set,Drama,2006,27-02-2006,USA,6531160.06,13248033.81,26398433.45,1379392.57,6093141.63,5.3,55,163,330,Heidi Cisneros,Douglas Davis
450,Alone president,Romance,2016,24-09-2016,USA,2839228.79,5266689.85,12938308.95,742913.1,2579293.26,5.6,70,3792,1622,Tracy Tucker,Michael Torres
451,Try consumer,Romance,1998,16-03-1998,USA,7343355.5,5164793.42,12500798.53,1104625.56,2804560.63,10,100,17143,178,Benjamin Hudson,Eric Nelson
452,Control would finally,Thriller,1965,14-04-1965,USA,836693.56,2058597.64,3631007.54,337322.3,876849.99,7.2,76,48333,3311,Michael Richards,Mary Wolfe
453,Best feeling protect,Drama,1975,27-08-1975,France,899634.44,661651.95,1297135.29,152625.05,376055.83,4.4,58,1536,50,Jeffrey Myers MD,Michael Martinez
454,Investment detail,Comedy,1993,18-12-1993,India,5211069.09,3288256.92,5211069.09,985095.74,1622343.98,7.7,57,292,50,Mr. Drew Clark Jr.,William Brooks
455,Live physical,Drama,2012,26-01-2012,India,352633.69,625168.4,1415528.56,163202.7,352969.7,4.8,54,2237,3074,Adam Brown,Joy Huber
456,Little if result,Documentary,1996,14-08-1996,USA,1085567.29,2092094.61,4767779.31,402114.3,964184.36,6.6,81,2052,84,William Carpenter,Jason Mercer
457,Bank central song,Action,2022,23-12-2022,USA,989007,1804230.91,4275056.23,184212.82,725993.39,5.2,55,625,50,John Jones,Melissa Cunningham
458,Mrs step,Romance,2015,20-03-2015,USA,2130899.92,4597140.64,9337790.27,1299909.01,2095021.03,6.6,64,7317,2464,Janice Taylor,Joel Hunt
459,Father interesting,Comedy,1967,24-10-1967,USA,6099129.14,20158127.73,29907711.65,3293060.42,10482610.15,7,71,9137,3192,Nicholas Murphy,Jorge Thompson
460,Six imagine,Drama,2013,11-10-2013,USA,2041272.24,4993803.95,7868134.29,536216.5,2415363.26,7.4,68,15594,448,Joshua Baker,Kimberly Ray
461,Present recognize reduce,Horror,1975,24-07-1975,France,1728902.06,909928,1728902.06,146089.57,372109.41,3.9,48,2036,935,Caitlin Brewer,Kimberly Smith
462,Run him never,Horror,1953,23-07-1953,USA,34583220.33,50099182.98,85704371.67,8418333.61,22341172.09,6.8,89,4258,8414,Mark Moody,Samuel Bond MD
463,Action model,Comedy,2007,10-11-2007,USA,60929448.12,130596199.7,260545472.2,34192088.89,73917670.7,6.5,66,3045,223,Samantha Campbell,Olivia Ortiz
464,Any life,Drama,2007,14-09-2007,USA,13007765.48,29527084.61,63846215.42,6000631.24,13576905.97,8.2,76,568,2887,Eric Ramirez,Sheila Dunn
465,May treat group senior,Drama,1999,15-12-1999,UK,466687.42,1535195.73,2273339.34,239784.43,912970.01,5.3,58,6393,1281,Charlotte Williams,David Perez
466,Present appear see,Romance,2000,19-12-2000,USA,10026291.84,22013289.57,41311982.72,2751330.99,9253689.76,5.3,64,752,505,Joshua Morales,Patrick Barnett
467,Case environmental loss possible,Romance,1960,12-07-1960,India,1112078.76,1278165.4,2404713.26,146782.98,594921.54,7,62,1076,949,Shannon Ross,Mark Smith
468,Continue international,Horror,2018,28-03-2018,USA,13012089.49,12883281.03,22408135.89,2184865.72,7419331.59,5.4,46,3269,65,Eric Ramirez,Jeffrey Smith
469,Truth increase lead,Horror,2016,27-11-2016,USA,523075.91,763258.29,1806125.29,176991.44,408797.79,8.4,92,3588,215,Amber Anderson,Thomas Hill
470,Image paper,Action,1990,28-04-1990,USA,33677041.61,75891258.7,135360799.3,11676874.74,39884646.78,5.1,44,3285,503,Roberto Underwood,Christopher Hanson
471,Rock manager morning no,Thriller,1986,11-04-1986,USA,3020580.99,1701619.22,3020580.99,328150.49,1019733.11,6.9,68,1623,50,Daniel Brown,Scott Anderson
472,Brother article will,Drama,1953,26-01-1953,USA,2986600.91,4148420.47,7716411.88,897914.73,2233421.88,5.6,54,1856,62,Raymond Morris,Jimmy Miller
473,Nothing significant,Thriller,2023,08-05-2023,UK,31814289.82,22983355.04,49447448.73,2507613.65,12164798.17,8.4,76,5145,143,Mr. Drew Clark Jr.,Jacqueline Cooper
474,Partner at choose,Action,1987,23-05-1987,USA,8425653.97,14404602.67,23149503.44,1667852.83,7266345.51,8.4,68,3208,301,Mark Brooks,Adam Williams
475,Specific movie responsibility response,Thriller,2025,04-09-2025,USA,2839466.88,4500782.35,8390967.41,990063,1834414.73,5.7,53,7952,278,Kevin Green,John Strickland
476,Bed right,Drama,1979,04-07-1979,India,3478154.2,5786568.47,8879828.47,1069732.63,3203227.35,5.4,57,2931,402,Seth Whitehead,Laura Wilson
477,Keep far tough,Romance,1990,08-09-1990,USA,232662.91,189101.62,465127.99,32316.3,79262.2,6.6,68,1318,778,Sean Howard,Jimmy Miller
478,Television nor visit,Comedy,1994,12-03-1994,USA,245823229.4,605742625.7,885090493.7,101042815,354966734.6,4.9,46,443,27363,Robert Webster,Daryl Douglas
479,Ok single,Comedy,1950,13-04-1950,USA,1911022.98,3607312.96,8956253.98,438458.28,2148684.79,7.1,68,1233,101,Kim Watkins,James Nichols
480,Happen,Documentary,2001,07-05-2001,India,1245008.14,2252660.56,4155953.07,427402.37,996521,4.8,57,2468,198,Kristina Moore,Dennis Rogers
481,Keep realize its,Action,1985,11-11-1985,USA,1225128.56,1439651.13,2440061.33,182274.47,670759.24,8,97,1025,51,Thomas Peterson,Amanda Lawson
482,Perform thousand,Comedy,2008,30-04-2008,USA,1716132.22,4453204.84,8534022.16,766331.5,2213156.53,7.4,74,824,28730,Roberto Underwood,Tracy Klein
483,Common three size,Drama,2015,06-09-2015,USA,1253850.72,2117559.33,4907587.46,255341.83,1049518.31,7.1,65,20741,161,Sharon Wilson,Stephen Clark
484,All friend,Comedy,2006,14-07-2006,India,68070044.52,116786903.1,229000913.9,29634079.95,61051812.86,6.8,64,2628,1018,Sophia Gomez,Krystal Cross
485,Thing important staff,Horror,1989,29-08-1989,USA,979584.82,2566246.55,4862466.27,563675.3,1281461.57,9,100,22571,765,Jessica Singh,Derek Jones
486,Even expert,Comedy,1969,20-03-1969,France,3896040.29,4941869.51,10190618.4,750783.66,2632214.72,6.3,54,157,50,Joseph Willis,Steven Green
487,Wife once task,Comedy,2023,23-03-2023,USA,3569082.14,6630077,14211794.36,1071250.66,3510791.42,5.7,66,5579,214,Raymond Morris,Morgan King
488,Nature PM,Horror,2022,03-07-2022,USA,4909196.94,11113011.04,21182825.02,2157851.09,6601809.22,6.9,66,3336,94,Jacqueline Briggs,Theresa Cooley
489,Statement event,Romance,2000,05-07-2000,USA,1567779.37,4916448.8,7250357.02,1334872.4,2448141.68,5.1,44,535,333,Mr. Drew Clark Jr.,William Ramirez
490,Thing nor,Thriller,1994,03-02-1994,USA,4126334.69,11452755.28,20499584.53,1774257.78,4746162.42,6.4,68,1389,50,James Miller,Daniel Callahan
491,Option charge them,Documentary,1990,10-09-1990,Canada,5717262.62,11325320.31,26676545.92,2520274.88,4976875.17,6.6,51,6460,50,Kayla Young,Cindy Barnes
492,Political write huge,Romance,1970,12-01-1970,USA,9215165.18,5036127.61,9215165.18,811748.73,2032770.83,6.3,59,1714,5363,Rachel Hayes,Jessica Scott
493,Every indicate,Drama,2005,10-12-2005,USA,3181528.61,3125087.47,6750608.94,344926.57,1648383.38,6.3,77,1590,170,Karen Robinson,Tracy Klein
494,Leg cultural,Comedy,1962,11-06-1962,USA,123312.94,268714.36,537642.85,36555.39,132484.89,5.2,47,16484,302,Karen Barrett,Jennifer Hendricks
495,Practice career one,Comedy,1980,27-03-1980,USA,100000,199833.44,364913.64,43346.01,96537.77,7.4,79,921,905,Jeremy Davis,Lisa Castro
496,Sell democratic indeed,Thriller,2014,19-10-2014,USA,1147160.28,911586.89,1545776.32,246202.66,400424.21,7.5,83,1294,66,Jordan Orozco,Thomas Hill
497,Newspaper offer,Comedy,2023,23-02-2023,USA,1722015.11,4088755.25,6419792.01,718420.58,2316330.5,5.9,69,389,77,Adriana Campbell,Eric Perry
498,Prevent full,Romance,1988,26-05-1988,India,2721153.24,1392488.4,2721153.24,226859.02,659053.72,5.2,60,70929,204,Melissa Cohen,Ashley Reeves
499,Indeed force few,Drama,1994,28-09-1994,USA,6168377.88,4592322.27,7966217.62,884694.07,2453903.75,9.7,100,9157,447,Jessica Rodriguez,Michael Hughes
500,Whether land determine,Comedy,2024,05-07-2024,USA,14553621.37,22405340.1,32894015.94,4562153.67,11779547.14,8.8,78,5916,1186,Donna Hall,Sandra Brown
501,Successful successful four,Horror,2012,19-03-2012,USA,282020.9,614102.08,934485.91,73228.01,266460,7.1,66,20881,50,Michael Chung,Nicole Morales
502,View leave religious,Sci-Fi,1974,17-02-1974,India,7536353.74,8598076.24,16354885.64,1090926.32,4992995.03,4.2,56,5206,360,Jeremy Ray,Michelle Thomas
503,Water somebody,Documentary,2017,22-05-2017,USA,4075325,3138368.2,6689510.67,555477.47,1461930.84,8,72,2913,165,Elizabeth Lane,Daniel Hughes
504,Two history four without,Thriller,1985,08-04-1985,USA,1414898.67,1093232.45,2367999.36,251761.36,597513.85,4.5,25,1054,1156,Jennifer Atkinson,Kimberly Wolf
505,Some color their,Comedy,2015,28-06-2015,Canada,6550007.39,13712034.39,28069388.62,3765354.63,5547159.24,6.4,62,5181,50,Jennifer Henry,Jennifer Hendricks
